epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
149,4005.95,0.76723,0.49601,0.00738,0.7919,0.75253,0.80916,0.59073,1.0348,0.90833,0.01521,0.000445756,0.000445756,0.000445756
150,4030.38,0.76383,0.48357,0.00709,0.81552,0.72475,0.8061,0.59056,1.03261,0.94479,0.0153,0.000437504,0.000437504,0.000437504
151,4054.63,0.78188,0.51384,0.00723,0.77804,0.7573,0.80486,0.59956,1.00468,0.93708,0.01439,0.000429253,0.000429253,0.000429253
152,4080.17,0.7717,0.4983,0.00707,0.79965,0.73282,0.80833,0.58836,1.04184,0.9701,0.0161,0.000421001,0.000421001,0.000421001
153,4104.63,0.77504,0.50492,0.00749,0.81065,0.75,0.80562,0.59747,1.02255,0.93843,0.01527,0.000412749,0.000412749,0.000412749
154,4129.07,0.78171,0.52062,0.00764,0.80728,0.71906,0.78753,0.58509,1.01915,0.97821,0.01499,0.000404498,0.000404498,0.000404498
155,4153.39,0.77025,0.50572,0.00746,0.77129,0.74369,0.7964,0.58133,1.02881,0.97282,0.01498,0.000396246,0.000396246,0.000396246
156,4177.86,0.80433,0.52397,0.0075,0.7743,0.73187,0.80259,0.57948,1.06632,0.9644,0.01626,0.000387994,0.000387994,0.000387994
157,4202.47,0.7696,0.49283,0.00747,0.77361,0.75253,0.80248,0.57879,1.05051,0.91995,0.01545,0.000379743,0.000379743,0.000379743
158,4229.35,0.77525,0.49534,0.00742,0.78153,0.7601,0.80711,0.59102,1.03948,0.88254,0.01516,0.000371491,0.000371491,0.000371491
159,4255.31,0.79093,0.52843,0.00757,0.79818,0.74495,0.80886,0.60087,1.02659,0.91261,0.015,0.000363239,0.000363239,0.000363239
160,4281.11,0.78762,0.50953,0.00751,0.79437,0.75505,0.79276,0.5921,1.01672,0.92775,0.01496,0.000354988,0.000354988,0.000354988
161,4305.48,0.74253,0.46457,0.00702,0.772,0.74642,0.79185,0.59031,1.01831,0.93106,0.01507,0.000346736,0.000346736,0.000346736
162,4330.18,0.75052,0.48217,0.00724,0.80622,0.72222,0.79535,0.59299,1.0226,0.93409,0.01491,0.000338484,0.000338484,0.000338484
163,4354.55,0.77601,0.50433,0.00729,0.80641,0.7197,0.79414,0.59362,1.00277,0.91708,0.01422,0.000330233,0.000330233,0.000330233
164,4379.18,0.7607,0.48714,0.00737,0.80512,0.72096,0.7951,0.58376,1.0248,0.93691,0.01489,0.000321981,0.000321981,0.000321981
165,4403.75,0.76633,0.50556,0.00742,0.80099,0.71212,0.79114,0.58557,1.00462,0.96122,0.01494,0.000313729,0.000313729,0.000313729
166,4428.47,0.76419,0.47804,0.00662,0.775,0.72984,0.79257,0.58331,0.99841,0.98671,0.0149,0.000305478,0.000305478,0.000305478
